Identifier	Database
ENSRNOG00000015796	Ensembl
ENSRNOG00000016134	Ensembl
ENSRNOG00000003876	Ensembl
ENSRNOG00000015796	Ensembl
ENSRNOG00000016134	Ensembl
ENSRNOG00000003876	Ensembl
25737	Entrez Gene
ENSRNOG00000033809	Ensembl
25737	Entrez Gene
25737	Entrez Gene
ENSRNOG00000003123	Ensembl
ENSRNOG00000019681	Ensembl
ENSRNOG00000002855	Ensembl
ENSRNOG00000014193	Ensembl
