Identifier	Database
474808	Entrez Gene
489373	Entrez Gene
492116	Entrez Gene
475378	Entrez Gene
478980	Entrez Gene
610360	Entrez Gene
491498	Entrez Gene
476600	Entrez Gene
HMDB02111	HMDB
HMDB02111	HMDB
HMDB01377	HMDB
HMDB01377	HMDB
HMDB01967	HMDB
HMDB01967	HMDB
HMDB03125	HMDB
HMDB00051	HMDB
HMDB01423	HMDB
HMDB01967	HMDB
HMDB00245	HMDB
HMDB02111	HMDB
