Identifier	Database
ENSGALG00000008962	Ensembl
ENSGALG00000008957	Ensembl
ENSGALG00000010748	Ensembl
ENSGALG00000008962	Ensembl
ENSGALG00000008957	Ensembl
ENSGALG00000010748	Ensembl
ENSGALG00000000169	Ensembl
ENSGALG00000012060	Ensembl
ENSGALG00000000169	Ensembl
ENSGALG00000000169	Ensembl
ENSGALG00000003072	Ensembl
422788	Entrez Gene
ENSGALG00000013384	Ensembl
