Identifier	Database
CHEBI:16865	ChEBI
CHEBI:15355	ChEBI
CHEBI:28790	ChEBI
CHEBI:18243	ChEBI
Y41G9A.4	Ensembl
Y40H4A.1	Ensembl
F15A8.5	Ensembl
F47D12.1	Ensembl
T14E8.3	Ensembl
Y22D7AR.13	Ensembl
C26C6.2	Ensembl
M01D7.7	Ensembl
F28C1.2	Ensembl
F52A8.2	Ensembl
B0348.4	Ensembl
Y69A2AR.2	Ensembl
F52E10.1	Ensembl
ZK524.2	Ensembl
F57F5.5	Ensembl
C09E10.2	Ensembl
Y69A2AR.2	Ensembl
R06A10.2	Ensembl
F17C8.1	Ensembl
R07E4.6	Ensembl
