Identifier	Database
428633	Entrez Gene
428232	Entrez Gene
424462	Entrez Gene
427339	Entrez Gene
431264	Entrez Gene
430495	Entrez Gene
396319	Entrez Gene
428209	Entrez Gene
100034745	Entrez Gene
429116	Entrez Gene
427183	Entrez Gene
424548	Entrez Gene
396338	Entrez Gene
CHEBI:16796	ChEBI
CHEBI:74330	ChEBI
CHEBI:67194	ChEBI
CHEBI:26347	ChEBI
