Identifier	Database
ENSMUSG00000050708	Ensembl
HMDB00692	HMDB
14319	Entrez Gene
ENSMUSG00000032554	Ensembl
ENSMUSG00000029716	Ensembl
ENSMUSG00000006611	Ensembl
HMDB00692	HMDB
ENSMUSG00000025993	Ensembl
ENSMUSG00000038403	Ensembl
ENSMUSG00000027947	Ensembl
ENSMUSG00000027399	Ensembl
ENSMUSG00000025746	Ensembl
ENSMUSG00000050440	Ensembl
ENSMUSG00000024401	Ensembl
ENSMUSG00000056978	Ensembl
ENSMUSG00000056978	Ensembl
ENSMUSG00000050440	Ensembl
ENSMUSG00000032293	Ensembl
